mean,RMS,ptp,std,max,min
20.531,20.531,0.1,0.027,20.57,20.47
20.532,20.532,0.1,0.026,20.57,20.47
20.525,20.525,0.104,0.033,20.57,20.466
20.519,20.519,0.104,0.037,20.57,20.466
20.516,20.516,0.104,0.034,20.57,20.466
20.522,20.522,0.104,0.031,20.57,20.466
20.521,20.521,0.104,0.031,20.57,20.466
20.518,20.519,0.104,0.031,20.57,20.466
20.516,20.516,0.078,0.028,20.544,20.466
20.509,20.509,0.078,0.029,20.544,20.466
20.503,20.503,0.078,0.03,20.544,20.466
20.494,20.494,0.106,0.035,20.544,20.438
20.5,20.5,0.106,0.035,20.544,20.438
20.496,20.496,0.118,0.04,20.544,20.426
20.487,20.487,0.118,0.042,20.544,20.426
20.478,20.478,0.118,0.04,20.544,20.426
20.481,20.481,0.126,0.044,20.552,20.426
20.487,20.487,0.126,0.049,20.552,20.426
20.477,20.477,0.126,0.046,20.552,20.426
20.48,20.48,0.126,0.047,20.552,20.426
20.488,20.488,0.127,0.052,20.553,20.426
20.497,20.497,0.127,0.05,20.553,20.426
20.496,20.496,0.127,0.05,20.553,20.426
20.506,20.506,0.113,0.044,20.553,20.44
20.506,20.506,0.109,0.044,20.553,20.444
20.516,20.516,0.109,0.039,20.553,20.444
20.516,20.516,0.109,0.039,20.553,20.444
20.514,20.514,0.109,0.038,20.553,20.444
20.515,20.515,0.109,0.036,20.553,20.444
20.514,20.514,0.109,0.037,20.553,20.444
20.507,20.507,0.1,0.035,20.544,20.444
20.513,20.513,0.135,0.041,20.579,20.444
20.508,20.508,0.135,0.042,20.579,20.444
20.507,20.507,0.135,0.042,20.579,20.444
20.51,20.51,0.128,0.039,20.579,20.451
20.508,20.508,0.128,0.038,20.579,20.451
20.503,20.503,0.128,0.037,20.579,20.451
20.498,20.498,0.128,0.035,20.579,20.451
20.5,20.5,0.109,0.032,20.579,20.47
20.499,20.499,0.109,0.033,20.579,20.47
20.493,20.493,0.147,0.038,20.579,20.432
20.487,20.487,0.098,0.028,20.53,20.432
20.494,20.494,0.11,0.032,20.542,20.432
20.499,20.499,0.139,0.039,20.571,20.432
20.499,20.499,0.139,0.039,20.571,20.432
20.496,20.496,0.139,0.038,20.571,20.432
20.496,20.496,0.139,0.038,20.571,20.432
20.5,20.5,0.139,0.039,20.571,20.432
20.498,20.498,0.139,0.04,20.571,20.432
20.497,20.497,0.139,0.041,20.571,20.432
20.5,20.5,0.111,0.036,20.571,20.46
20.502,20.502,0.111,0.038,20.571,20.46
20.495,20.495,0.111,0.036,20.571,20.46
20.486,20.487,0.078,0.026,20.538,20.46
20.485,20.485,0.087,0.027,20.538,20.451
20.481,20.481,0.087,0.027,20.538,20.451
20.488,20.488,0.104,0.035,20.555,20.451
20.491,20.491,0.104,0.039,20.555,20.451
20.494,20.494,0.104,0.038,20.555,20.451
20.494,20.494,0.104,0.038,20.555,20.451
20.492,20.492,0.104,0.039,20.555,20.451
20.484,20.484,0.104,0.038,20.555,20.451
20.483,20.483,0.104,0.038,20.555,20.451
20.481,20.481,0.104,0.038,20.555,20.451
20.489,20.489,0.102,0.039,20.555,20.453
20.493,20.493,0.102,0.038,20.555,20.453
20.488,20.488,0.102,0.032,20.555,20.453
20.481,20.481,0.074,0.023,20.527,20.453
20.489,20.489,0.116,0.035,20.569,20.453
20.492,20.492,0.116,0.034,20.569,20.453
20.496,20.496,0.113,0.032,20.569,20.456
20.501,20.501,0.105,0.029,20.569,20.464
20.507,20.507,0.105,0.027,20.569,20.464
20.51,20.51,0.084,0.024,20.569,20.485
20.509,20.509,0.084,0.023,20.569,20.485
20.51,20.51,0.084,0.023,20.569,20.485
20.514,20.514,0.084,0.025,20.569,20.485
20.52,20.52,0.076,0.025,20.569,20.493
20.514,20.514,0.052,0.019,20.545,20.493
20.517,20.517,0.052,0.018,20.545,20.493
20.517,20.517,0.051,0.018,20.545,20.494
20.515,20.515,0.058,0.02,20.545,20.487
20.512,20.512,0.058,0.02,20.545,20.487
20.512,20.512,0.058,0.019,20.545,20.487
20.511,20.511,0.058,0.02,20.545,20.487
20.511,20.511,0.058,0.02,20.545,20.487
20.507,20.507,0.058,0.017,20.545,20.487
20.504,20.505,0.039,0.012,20.526,20.487
20.504,20.504,0.039,0.012,20.526,20.487
20.503,20.503,0.035,0.01,20.522,20.487
20.504,20.504,0.035,0.01,20.522,20.487
20.507,20.507,0.027,0.008,20.522,20.495
20.51,20.51,0.034,0.01,20.529,20.495
20.514,20.514,0.05,0.014,20.545,20.495
20.518,20.519,0.043,0.014,20.545,20.502
20.516,20.516,0.055,0.017,20.545,20.49
20.517,20.517,0.055,0.016,20.545,20.49
20.516,20.516,0.055,0.016,20.545,20.49
20.516,20.516,0.055,0.016,20.545,20.49
20.518,20.518,0.055,0.017,20.545,20.49
20.52,20.52,0.055,0.017,20.545,20.49
20.511,20.511,0.129,0.036,20.545,20.416
20.505,20.505,0.129,0.037,20.545,20.416
20.5,20.5,0.123,0.034,20.539,20.416
20.496,20.496,0.116,0.032,20.532,20.416
20.5,20.5,0.116,0.033,20.532,20.416
20.499,20.499,0.116,0.033,20.532,20.416
20.498,20.498,0.116,0.032,20.532,20.416
20.497,20.497,0.116,0.032,20.532,20.416
20.486,20.486,0.116,0.038,20.532,20.416
20.475,20.475,0.112,0.039,20.528,20.416
20.485,20.485,0.11,0.036,20.528,20.418
20.486,20.486,0.11,0.036,20.528,20.418
20.48,20.48,0.11,0.04,20.528,20.418
20.481,20.481,0.11,0.04,20.528,20.418
20.481,20.481,0.107,0.04,20.525,20.418
20.48,20.48,0.107,0.04,20.525,20.418
20.48,20.48,0.107,0.04,20.525,20.418
20.482,20.482,0.107,0.041,20.525,20.418
20.491,20.491,0.107,0.035,20.525,20.418
20.501,20.501,0.097,0.026,20.525,20.428
20.502,20.502,0.105,0.028,20.533,20.428
20.505,20.505,0.105,0.028,20.533,20.428
20.513,20.513,0.034,0.01,20.533,20.499
20.513,20.513,0.034,0.01,20.533,20.499
20.51,20.51,0.038,0.011,20.533,20.495
20.512,20.513,0.038,0.011,20.533,20.495
20.516,20.516,0.038,0.011,20.533,20.495
20.505,20.505,0.12,0.033,20.533,20.413
20.498,20.498,0.12,0.039,20.533,20.413
20.489,20.489,0.12,0.043,20.533,20.413
20.484,20.484,0.116,0.04,20.529,20.413
20.478,20.478,0.116,0.04,20.529,20.413
20.48,20.48,0.116,0.041,20.529,20.413
20.48,20.48,0.116,0.042,20.529,20.413
20.482,20.482,0.116,0.043,20.529,20.413
20.482,20.482,0.116,0.042,20.529,20.413
20.481,20.481,0.109,0.042,20.522,20.413
20.489,20.489,0.09,0.035,20.522,20.432
20.495,20.495,0.088,0.029,20.522,20.434
20.503,20.503,0.07,0.021,20.522,20.452
20.507,20.507,0.073,0.021,20.525,20.452
20.514,20.514,0.035,0.011,20.525,20.49
20.512,20.512,0.035,0.011,20.525,20.49
20.51,20.51,0.035,0.011,20.525,20.49
20.508,20.508,0.035,0.012,20.525,20.49
20.502,20.502,0.066,0.018,20.525,20.459
20.496,20.496,0.066,0.02,20.525,20.459
20.5,20.5,0.074,0.023,20.533,20.459
20.503,20.503,0.074,0.024,20.533,20.459
20.5,20.5,0.074,0.024,20.533,20.459
20.498,20.499,0.074,0.023,20.533,20.459
20.491,20.491,0.086,0.027,20.533,20.447
20.496,20.496,0.101,0.032,20.548,20.447
20.498,20.498,0.101,0.032,20.548,20.447
20.494,20.495,0.101,0.035,20.548,20.447
20.492,20.492,0.111,0.037,20.548,20.437
20.49,20.49,0.111,0.04,20.548,20.437
20.48,20.48,0.111,0.04,20.548,20.437
20.474,20.474,0.111,0.037,20.548,20.437
20.476,20.477,0.111,0.039,20.548,20.437
20.479,20.479,0.111,0.041,20.548,20.437
20.487,20.487,0.111,0.042,20.548,20.437
20.477,20.477,0.094,0.038,20.531,20.437
20.469,20.469,0.094,0.036,20.531,20.437
20.472,20.472,0.094,0.036,20.531,20.437
20.479,20.479,0.094,0.036,20.531,20.437
20.477,20.477,0.116,0.039,20.531,20.415
20.487,20.487,0.126,0.041,20.541,20.415
20.496,20.496,0.138,0.044,20.553,20.415
20.5,20.5,0.138,0.047,20.553,20.415
20.502,20.502,0.138,0.048,20.553,20.415
20.494,20.494,0.138,0.05,20.553,20.415
20.502,20.502,0.138,0.048,20.553,20.415
20.499,20.499,0.138,0.053,20.553,20.415
20.498,20.498,0.138,0.053,20.553,20.415
20.494,20.494,0.138,0.053,20.553,20.415
20.5,20.5,0.138,0.047,20.553,20.415
20.498,20.498,0.138,0.046,20.553,20.415
20.49,20.49,0.132,0.042,20.547,20.415
20.481,20.481,0.132,0.039,20.547,20.415
20.475,20.475,0.117,0.032,20.532,20.415
20.476,20.476,0.117,0.031,20.532,20.415
20.475,20.475,0.114,0.031,20.529,20.415
20.487,20.487,0.072,0.027,20.529,20.457
20.485,20.485,0.076,0.029,20.529,20.453
20.49,20.49,0.076,0.031,20.529,20.453
20.499,20.499,0.107,0.037,20.56,20.453
20.499,20.499,0.107,0.037,20.56,20.453
20.496,20.497,0.11,0.039,20.56,20.45
20.505,20.505,0.11,0.039,20.56,20.45
20.511,20.511,0.11,0.039,20.56,20.45
20.515,20.515,0.11,0.035,20.56,20.45
20.515,20.515,0.11,0.035,20.56,20.45
20.509,20.509,0.11,0.038,20.56,20.45
20.507,20.507,0.125,0.041,20.56,20.435
20.499,20.499,0.125,0.044,20.56,20.435
20.487,20.487,0.108,0.042,20.543,20.435
20.484,20.484,0.108,0.04,20.543,20.435
20.487,20.487,0.108,0.039,20.543,20.435
20.489,20.489,0.13,0.043,20.565,20.435
20.481,20.481,0.13,0.039,20.565,20.435
20.479,20.479,0.13,0.039,20.565,20.435
20.482,20.482,0.13,0.044,20.565,20.435
20.492,20.492,0.13,0.05,20.565,20.435
20.504,20.504,0.121,0.049,20.565,20.444
20.51,20.51,0.121,0.045,20.565,20.444
20.513,20.513,0.099,0.041,20.565,20.466
20.52,20.52,0.099,0.042,20.565,20.466
20.52,20.52,0.099,0.041,20.565,20.466
20.52,20.52,0.099,0.041,20.565,20.466
20.53,20.53,0.092,0.039,20.565,20.473
20.536,20.536,0.088,0.034,20.565,20.477
20.525,20.525,0.112,0.041,20.565,20.453
20.515,20.515,0.112,0.041,20.565,20.453
20.509,20.509,0.112,0.039,20.565,20.453
20.515,20.515,0.112,0.041,20.565,20.453
20.517,20.517,0.112,0.04,20.565,20.453
20.51,20.51,0.112,0.039,20.565,20.453
20.509,20.509,0.112,0.041,20.565,20.453
20.508,20.508,0.112,0.039,20.565,20.453
20.506,20.506,0.105,0.037,20.558,20.453
20.501,20.501,0.105,0.036,20.558,20.453
20.505,20.505,0.089,0.033,20.558,20.469
20.508,20.508,0.089,0.031,20.558,20.469
20.505,20.505,0.089,0.032,20.558,20.469
20.497,20.498,0.086,0.028,20.555,20.469
20.494,20.494,0.095,0.03,20.555,20.46
20.498,20.498,0.095,0.031,20.555,20.46
20.505,20.505,0.095,0.032,20.555,20.46
20.504,20.504,0.086,0.03,20.546,20.46
20.504,20.504,0.083,0.03,20.543,20.46
20.504,20.504,0.083,0.03,20.543,20.46
20.502,20.502,0.083,0.032,20.543,20.46
20.5,20.5,0.083,0.032,20.543,20.46
20.507,20.507,0.083,0.033,20.543,20.46
20.505,20.505,0.087,0.036,20.543,20.456
20.505,20.505,0.087,0.035,20.543,20.456
20.499,20.499,0.087,0.037,20.543,20.456
20.494,20.494,0.087,0.034,20.543,20.456
20.487,20.487,0.087,0.03,20.543,20.456
20.477,20.477,0.097,0.026,20.542,20.445
20.476,20.476,0.097,0.026,20.542,20.445
20.477,20.477,0.097,0.025,20.542,20.445
20.477,20.477,0.097,0.025,20.542,20.445
20.47,20.47,0.05,0.013,20.495,20.445
20.473,20.473,0.05,0.013,20.495,20.445
20.474,20.474,0.05,0.012,20.495,20.445
20.475,20.475,0.05,0.012,20.495,20.445
20.477,20.477,0.068,0.016,20.513,20.445
20.479,20.479,0.068,0.016,20.513,20.445
20.483,20.483,0.041,0.011,20.513,20.472
20.48,20.48,0.065,0.015,20.513,20.448
20.481,20.481,0.065,0.015,20.513,20.448
20.481,20.481,0.065,0.015,20.513,20.448
20.48,20.48,0.065,0.016,20.513,20.448
20.482,20.482,0.065,0.017,20.513,20.448
20.484,20.484,0.065,0.018,20.513,20.448
20.487,20.487,0.065,0.018,20.513,20.448
20.484,20.484,0.052,0.016,20.5,20.448
20.485,20.485,0.052,0.016,20.5,20.448
20.486,20.486,0.052,0.017,20.5,20.448
20.497,20.497,0.092,0.023,20.556,20.464
20.502,20.502,0.092,0.025,20.556,20.464
20.507,20.507,0.092,0.026,20.556,20.464
20.52,20.52,0.107,0.032,20.591,20.484
20.518,20.519,0.107,0.033,20.591,20.484
20.514,20.514,0.136,0.038,20.591,20.455
20.514,20.514,0.136,0.038,20.591,20.455
20.513,20.513,0.136,0.038,20.591,20.455
20.512,20.512,0.136,0.039,20.591,20.455
20.511,20.511,0.136,0.039,20.591,20.455
20.503,20.503,0.136,0.037,20.591,20.455
20.503,20.503,0.136,0.038,20.591,20.455
20.497,20.497,0.136,0.037,20.591,20.455
20.487,20.487,0.081,0.02,20.536,20.455
20.488,20.488,0.081,0.02,20.536,20.455
20.491,20.491,0.067,0.017,20.536,20.469
20.49,20.49,0.067,0.017,20.536,20.469
20.49,20.49,0.067,0.018,20.536,20.469
20.492,20.492,0.067,0.018,20.536,20.469
20.491,20.491,0.067,0.019,20.536,20.469
20.492,20.492,0.067,0.018,20.536,20.469
20.489,20.489,0.045,0.013,20.514,20.469
20.491,20.491,0.038,0.012,20.514,20.476
20.492,20.492,0.038,0.012,20.514,20.476
20.49,20.49,0.039,0.013,20.514,20.475
20.491,20.491,0.039,0.013,20.514,20.475
20.49,20.49,0.039,0.014,20.514,20.475
20.486,20.486,0.074,0.02,20.514,20.44
20.487,20.487,0.078,0.021,20.518,20.44
20.491,20.491,0.078,0.023,20.518,20.44
20.492,20.492,0.078,0.023,20.518,20.44
20.489,20.489,0.078,0.022,20.518,20.44
20.488,20.488,0.078,0.022,20.518,20.44
20.484,20.484,0.078,0.024,20.518,20.44
20.489,20.489,0.092,0.028,20.532,20.44
20.49,20.49,0.092,0.028,20.532,20.44
20.493,20.493,0.092,0.028,20.532,20.44
20.5,20.5,0.078,0.022,20.532,20.454
20.498,20.498,0.078,0.021,20.532,20.454
20.497,20.497,0.078,0.021,20.532,20.454
20.498,20.498,0.078,0.021,20.532,20.454
20.498,20.498,0.078,0.02,20.532,20.454
20.502,20.502,0.078,0.02,20.532,20.454
20.509,20.509,0.047,0.013,20.532,20.485
20.503,20.503,0.045,0.014,20.521,20.476
20.499,20.499,0.051,0.017,20.521,20.47
20.495,20.495,0.058,0.02,20.521,20.463
20.493,20.493,0.058,0.02,20.521,20.463
20.492,20.492,0.058,0.02,20.521,20.463
20.488,20.488,0.058,0.019,20.521,20.463
20.487,20.487,0.058,0.018,20.521,20.463
20.488,20.488,0.058,0.019,20.521,20.463
20.484,20.484,0.058,0.015,20.521,20.463
20.484,20.484,0.055,0.014,20.518,20.463
20.488,20.488,0.055,0.017,20.518,20.463
20.491,20.491,0.055,0.017,20.518,20.463
20.495,20.495,0.04,0.014,20.518,20.478
20.494,20.494,0.04,0.014,20.518,20.478
20.491,20.491,0.075,0.021,20.518,20.443
20.493,20.493,0.075,0.021,20.518,20.443
20.497,20.497,0.086,0.023,20.529,20.443
20.498,20.498,0.086,0.024,20.529,20.443
20.502,20.502,0.086,0.023,20.529,20.443
20.502,20.502,0.086,0.023,20.529,20.443
20.501,20.501,0.086,0.023,20.529,20.443
20.503,20.503,0.086,0.024,20.529,20.443
20.498,20.498,0.086,0.029,20.529,20.443
20.499,20.499,0.086,0.028,20.529,20.443
20.502,20.502,0.078,0.023,20.529,20.451
20.498,20.498,0.078,0.026,20.529,20.451
20.497,20.497,0.076,0.026,20.527,20.451
20.496,20.497,0.076,0.026,20.527,20.451
20.495,20.495,0.076,0.025,20.527,20.451
20.492,20.492,0.076,0.023,20.527,20.451
20.487,20.487,0.082,0.027,20.527,20.445
20.484,20.484,0.079,0.024,20.524,20.445
20.488,20.488,0.079,0.021,20.524,20.445
20.49,20.49,0.079,0.022,20.524,20.445
20.498,20.498,0.104,0.028,20.549,20.445
20.502,20.502,0.104,0.025,20.549,20.445
20.493,20.493,0.12,0.032,20.549,20.429
20.494,20.494,0.12,0.032,20.549,20.429
20.496,20.496,0.12,0.033,20.549,20.429
20.499,20.499,0.12,0.034,20.549,20.429
20.506,20.506,0.12,0.03,20.549,20.429
20.508,20.508,0.12,0.029,20.549,20.429
20.508,20.508,0.12,0.029,20.549,20.429
20.503,20.503,0.12,0.032,20.549,20.429
20.502,20.502,0.102,0.03,20.531,20.429
20.498,20.498,0.102,0.031,20.531,20.429
20.506,20.506,0.066,0.021,20.531,20.465
20.505,20.505,0.066,0.02,20.531,20.465
20.495,20.495,0.11,0.031,20.531,20.421
20.492,20.492,0.11,0.03,20.531,20.421
20.484,20.484,0.11,0.033,20.531,20.421
20.484,20.484,0.11,0.033,20.531,20.421
20.485,20.485,0.11,0.034,20.531,20.421
20.481,20.481,0.113,0.039,20.531,20.418
20.477,20.477,0.095,0.036,20.513,20.418
20.479,20.479,0.095,0.036,20.513,20.418
20.478,20.478,0.095,0.036,20.513,20.418
20.472,20.472,0.095,0.035,20.513,20.418
20.48,20.48,0.095,0.032,20.513,20.418
20.482,20.482,0.095,0.033,20.513,20.418
20.472,20.472,0.175,0.053,20.513,20.338
20.469,20.469,0.175,0.052,20.513,20.338
20.469,20.469,0.174,0.052,20.512,20.338
20.478,20.478,0.174,0.05,20.512,20.338
20.477,20.477,0.174,0.05,20.512,20.338
20.477,20.477,0.174,0.05,20.512,20.338
20.476,20.476,0.174,0.05,20.512,20.338
20.479,20.479,0.174,0.048,20.512,20.338
20.478,20.478,0.174,0.048,20.512,20.338
20.473,20.473,0.174,0.048,20.512,20.338
20.489,20.489,0.063,0.018,20.512,20.449
20.49,20.49,0.063,0.018,20.512,20.449
20.488,20.488,0.059,0.016,20.508,20.449
20.486,20.486,0.053,0.015,20.502,20.449
20.489,20.489,0.073,0.018,20.522,20.449
20.484,20.484,0.084,0.024,20.522,20.438
20.479,20.479,0.093,0.029,20.522,20.429
20.482,20.482,0.093,0.031,20.522,20.429
20.484,20.484,0.093,0.032,20.522,20.429
20.491,20.491,0.093,0.031,20.522,20.429
20.493,20.493,0.093,0.032,20.522,20.429
20.487,20.487,0.093,0.036,20.522,20.429
20.489,20.489,0.093,0.037,20.522,20.429
20.487,20.487,0.093,0.038,20.522,20.429
20.479,20.479,0.092,0.038,20.521,20.429
20.489,20.489,0.103,0.038,20.532,20.429
20.499,20.499,0.092,0.034,20.532,20.44
20.501,20.501,0.092,0.035,20.532,20.44
20.503,20.503,0.092,0.036,20.532,20.44
20.506,20.506,0.107,0.038,20.547,20.44
20.506,20.506,0.107,0.039,20.547,20.44
20.515,20.515,0.1,0.032,20.547,20.447
20.516,20.516,0.1,0.032,20.547,20.447
20.515,20.515,0.1,0.034,20.547,20.447
20.524,20.524,0.098,0.026,20.547,20.449
20.513,20.513,0.124,0.039,20.547,20.423
20.513,20.513,0.124,0.039,20.547,20.423
20.514,20.514,0.124,0.04,20.547,20.423
20.514,20.514,0.124,0.04,20.547,20.423
20.512,20.512,0.12,0.039,20.543,20.423
20.513,20.513,0.12,0.039,20.543,20.423
20.504,20.504,0.12,0.046,20.543,20.423
20.498,20.498,0.12,0.047,20.543,20.423
20.504,20.504,0.12,0.044,20.543,20.423
20.504,20.505,0.12,0.044,20.543,20.423
20.515,20.515,0.113,0.035,20.543,20.43
20.514,20.514,0.113,0.034,20.543,20.43
20.512,20.512,0.109,0.033,20.539,20.43
20.513,20.513,0.109,0.034,20.539,20.43
20.511,20.511,0.109,0.033,20.539,20.43
20.512,20.512,0.119,0.034,20.549,20.43
20.514,20.514,0.101,0.03,20.549,20.448
20.52,20.52,0.101,0.026,20.549,20.448
20.52,20.52,0.101,0.026,20.549,20.448
20.519,20.519,0.101,0.025,20.549,20.448
20.519,20.519,0.101,0.026,20.549,20.448
20.522,20.522,0.101,0.027,20.549,20.448
20.525,20.525,0.112,0.029,20.56,20.448
20.516,20.516,0.119,0.038,20.56,20.441
20.508,20.509,0.119,0.044,20.56,20.441
20.506,20.506,0.119,0.043,20.56,20.441
20.513,20.513,0.119,0.038,20.56,20.441
20.5,20.5,0.16,0.05,20.56,20.4
20.49,20.49,0.16,0.056,20.56,20.4
20.484,20.484,0.16,0.055,20.56,20.4
20.477,20.477,0.16,0.053,20.56,20.4
20.467,20.467,0.16,0.048,20.56,20.4
20.458,20.458,0.125,0.037,20.525,20.4
20.46,20.46,0.125,0.037,20.525,20.4
20.458,20.458,0.125,0.038,20.525,20.4
20.452,20.452,0.115,0.032,20.515,20.4
20.449,20.449,0.086,0.027,20.486,20.4
20.463,20.463,0.118,0.031,20.532,20.414
20.474,20.474,0.112,0.033,20.532,20.42
20.481,20.481,0.119,0.038,20.539,20.42
20.482,20.482,0.119,0.038,20.539,20.42
20.488,20.488,0.119,0.037,20.539,20.42
20.485,20.485,0.119,0.039,20.539,20.42
20.494,20.494,0.126,0.042,20.546,20.42
20.507,20.507,0.1,0.036,20.546,20.446
20.504,20.504,0.1,0.039,20.546,20.446
20.502,20.502,0.1,0.04,20.546,20.446
20.501,20.501,0.1,0.039,20.546,20.446
20.493,20.493,0.1,0.04,20.546,20.446
20.485,20.485,0.1,0.038,20.546,20.446
20.486,20.486,0.1,0.038,20.546,20.446
20.483,20.483,0.1,0.037,20.546,20.446
20.485,20.485,0.1,0.036,20.546,20.446
20.483,20.483,0.1,0.033,20.546,20.446
20.482,20.482,0.089,0.031,20.535,20.446
20.483,20.483,0.084,0.03,20.535,20.451
20.489,20.489,0.084,0.032,20.535,20.451
20.491,20.491,0.084,0.034,20.535,20.451
20.499,20.499,0.076,0.033,20.535,20.459
20.507,20.507,0.079,0.032,20.538,20.459
20.511,20.511,0.079,0.031,20.538,20.459
20.517,20.517,0.079,0.029,20.538,20.459
20.517,20.517,0.079,0.029,20.538,20.459
20.52,20.52,0.103,0.032,20.562,20.459
20.523,20.523,0.103,0.034,20.562,20.459
20.533,20.533,0.099,0.028,20.562,20.463
20.525,20.525,0.115,0.038,20.562,20.447
20.517,20.517,0.115,0.043,20.562,20.447
20.518,20.518,0.115,0.043,20.562,20.447
20.512,20.513,0.115,0.044,20.562,20.447
20.508,20.508,0.115,0.045,20.562,20.447
20.502,20.502,0.115,0.046,20.562,20.447
20.51,20.51,0.115,0.045,20.562,20.447
20.501,20.501,0.115,0.042,20.562,20.447
