mean,RMS,ptp,std,max,min
20.497,20.497,0.16,0.04,20.56,20.4
20.497,20.497,0.16,0.04,20.56,20.4
20.498,20.498,0.16,0.04,20.56,20.4
20.498,20.498,0.16,0.04,20.56,20.4
20.498,20.498,0.162,0.041,20.562,20.4
20.5,20.5,0.162,0.041,20.562,20.4
20.5,20.5,0.162,0.041,20.562,20.4
20.5,20.5,0.162,0.042,20.562,20.4
20.499,20.499,0.162,0.042,20.562,20.4
20.5,20.5,0.162,0.042,20.562,20.4
20.5,20.5,0.162,0.042,20.562,20.4
20.5,20.5,0.162,0.042,20.562,20.4
20.5,20.5,0.162,0.041,20.562,20.4
20.501,20.501,0.162,0.041,20.562,20.4
20.5,20.5,0.162,0.041,20.562,20.4
20.5,20.5,0.162,0.042,20.562,20.4
20.499,20.499,0.162,0.042,20.562,20.4
20.501,20.501,0.169,0.042,20.569,20.4
20.5,20.5,0.169,0.042,20.569,20.4
20.5,20.5,0.169,0.042,20.569,20.4
20.5,20.5,0.169,0.042,20.569,20.4
20.5,20.5,0.169,0.042,20.569,20.4
20.499,20.499,0.169,0.042,20.569,20.4
20.499,20.499,0.169,0.042,20.569,20.4
20.499,20.499,0.169,0.042,20.569,20.4
20.499,20.499,0.169,0.042,20.569,20.4
20.498,20.498,0.169,0.042,20.569,20.4
20.497,20.497,0.169,0.042,20.569,20.4
20.497,20.497,0.169,0.042,20.569,20.4
20.497,20.497,0.169,0.042,20.569,20.4
20.497,20.497,0.169,0.042,20.569,20.4
20.497,20.498,0.169,0.041,20.569,20.4
20.496,20.496,0.169,0.042,20.569,20.4
20.495,20.495,0.169,0.041,20.569,20.4
20.495,20.495,0.169,0.041,20.569,20.4
20.495,20.495,0.169,0.041,20.569,20.4
20.495,20.495,0.169,0.041,20.569,20.4
20.496,20.496,0.169,0.041,20.569,20.4
20.496,20.496,0.169,0.041,20.569,20.4
20.495,20.495,0.169,0.041,20.569,20.4
20.495,20.495,0.169,0.041,20.569,20.4
20.494,20.494,0.169,0.041,20.569,20.4
20.494,20.494,0.169,0.041,20.569,20.4
20.493,20.493,0.169,0.041,20.569,20.4
20.491,20.491,0.169,0.042,20.569,20.4
20.491,20.491,0.169,0.042,20.569,20.4
20.49,20.49,0.169,0.042,20.569,20.4
20.49,20.49,0.169,0.041,20.569,20.4
20.49,20.49,0.169,0.041,20.569,20.4
20.49,20.49,0.169,0.041,20.569,20.4
20.49,20.49,0.169,0.041,20.569,20.4
20.489,20.489,0.169,0.041,20.569,20.4
20.488,20.488,0.169,0.041,20.569,20.4
20.488,20.488,0.169,0.041,20.569,20.4
20.489,20.489,0.169,0.04,20.569,20.4
20.489,20.489,0.169,0.04,20.569,20.4
20.489,20.489,0.169,0.04,20.569,20.4
20.488,20.488,0.169,0.04,20.569,20.4
20.489,20.49,0.164,0.039,20.569,20.405
20.491,20.491,0.164,0.039,20.569,20.405
20.491,20.491,0.164,0.039,20.569,20.405
20.491,20.491,0.164,0.038,20.569,20.405
20.491,20.491,0.164,0.038,20.569,20.405
20.491,20.491,0.164,0.039,20.569,20.405
20.492,20.492,0.164,0.039,20.569,20.405
20.492,20.492,0.164,0.038,20.569,20.405
20.493,20.493,0.164,0.038,20.569,20.405
20.493,20.493,0.164,0.039,20.569,20.405
20.493,20.493,0.164,0.038,20.569,20.405
20.492,20.492,0.164,0.039,20.569,20.405
20.491,20.491,0.164,0.038,20.569,20.405
20.492,20.492,0.164,0.038,20.569,20.405
20.492,20.492,0.164,0.039,20.569,20.405
20.493,20.493,0.164,0.039,20.569,20.405
