mean,RMS,ptp,std,max,min
20.488,20.488,0.138,0.043,20.553,20.415
20.485,20.485,0.138,0.043,20.553,20.415
20.489,20.489,0.138,0.043,20.553,20.415
20.493,20.493,0.138,0.042,20.553,20.415
20.491,20.492,0.138,0.043,20.553,20.415
20.492,20.492,0.138,0.044,20.553,20.415
20.5,20.5,0.145,0.042,20.56,20.415
20.498,20.499,0.145,0.041,20.56,20.415
20.493,20.493,0.145,0.041,20.56,20.415
20.493,20.493,0.145,0.04,20.56,20.415
20.493,20.493,0.145,0.04,20.56,20.415
20.496,20.496,0.145,0.039,20.56,20.415
20.495,20.495,0.145,0.039,20.56,20.415
20.498,20.498,0.11,0.035,20.56,20.45
20.496,20.496,0.125,0.037,20.56,20.435
20.495,20.495,0.125,0.039,20.56,20.435
20.493,20.493,0.125,0.04,20.56,20.435
20.491,20.491,0.125,0.039,20.56,20.435
20.492,20.492,0.125,0.039,20.56,20.435
20.497,20.497,0.13,0.041,20.565,20.435
20.496,20.496,0.13,0.042,20.565,20.435
20.497,20.497,0.13,0.041,20.565,20.435
20.499,20.499,0.13,0.043,20.565,20.435
20.501,20.501,0.13,0.045,20.565,20.435
20.506,20.506,0.13,0.045,20.565,20.435
20.504,20.504,0.13,0.045,20.565,20.435
20.5,20.5,0.13,0.044,20.565,20.435
20.502,20.502,0.13,0.045,20.565,20.435
20.503,20.503,0.13,0.043,20.565,20.435
20.505,20.505,0.13,0.045,20.565,20.435
20.506,20.506,0.13,0.046,20.565,20.435
20.507,20.507,0.13,0.046,20.565,20.435
20.504,20.504,0.13,0.047,20.565,20.435
20.504,20.504,0.13,0.047,20.565,20.435
20.507,20.507,0.121,0.045,20.565,20.444
20.513,20.513,0.121,0.043,20.565,20.444
20.515,20.515,0.112,0.041,20.565,20.453
20.515,20.515,0.112,0.041,20.565,20.453
20.514,20.515,0.112,0.041,20.565,20.453
20.514,20.514,0.112,0.041,20.565,20.453
20.518,20.518,0.112,0.04,20.565,20.453
20.519,20.519,0.112,0.039,20.565,20.453
20.515,20.515,0.112,0.038,20.565,20.453
20.511,20.511,0.112,0.037,20.565,20.453
20.507,20.507,0.112,0.036,20.565,20.453
20.506,20.506,0.112,0.036,20.565,20.453
20.506,20.506,0.112,0.037,20.565,20.453
20.504,20.504,0.112,0.036,20.565,20.453
20.507,20.507,0.112,0.037,20.565,20.453
20.506,20.506,0.112,0.035,20.565,20.453
20.505,20.505,0.105,0.034,20.558,20.453
20.503,20.503,0.105,0.033,20.558,20.453
20.503,20.503,0.098,0.032,20.558,20.46
20.504,20.504,0.098,0.032,20.558,20.46
20.506,20.506,0.098,0.033,20.558,20.46
20.501,20.501,0.099,0.032,20.555,20.456
20.499,20.499,0.099,0.033,20.555,20.456
20.498,20.499,0.099,0.034,20.555,20.456
20.5,20.5,0.099,0.033,20.555,20.456
20.496,20.496,0.09,0.031,20.546,20.456
20.49,20.49,0.098,0.031,20.543,20.445
20.49,20.49,0.098,0.031,20.543,20.445
20.489,20.489,0.098,0.031,20.543,20.445
20.489,20.489,0.098,0.031,20.543,20.445
20.489,20.489,0.098,0.031,20.543,20.445
20.489,20.489,0.098,0.031,20.543,20.445
20.49,20.49,0.098,0.031,20.543,20.445
20.487,20.487,0.098,0.03,20.543,20.445
20.485,20.486,0.098,0.028,20.543,20.445
20.483,20.483,0.098,0.024,20.543,20.445
20.48,20.48,0.097,0.02,20.542,20.445
20.478,20.478,0.097,0.021,20.542,20.445
20.479,20.479,0.097,0.021,20.542,20.445
20.479,20.479,0.097,0.021,20.542,20.445
20.475,20.475,0.068,0.015,20.513,20.445
20.477,20.477,0.068,0.016,20.513,20.445
20.479,20.479,0.068,0.016,20.513,20.445
20.481,20.481,0.068,0.016,20.513,20.445
20.48,20.48,0.068,0.016,20.513,20.445
20.482,20.482,0.068,0.016,20.513,20.445
20.484,20.484,0.065,0.014,20.513,20.448
20.489,20.489,0.108,0.021,20.556,20.448
20.491,20.491,0.108,0.023,20.556,20.448
20.494,20.494,0.108,0.025,20.556,20.448
20.5,20.5,0.143,0.032,20.591,20.448
20.5,20.5,0.143,0.032,20.591,20.448
20.499,20.499,0.143,0.033,20.591,20.448
20.5,20.5,0.143,0.033,20.591,20.448
20.498,20.499,0.143,0.033,20.591,20.448
20.499,20.499,0.143,0.033,20.591,20.448
20.499,20.499,0.143,0.033,20.591,20.448
20.5,20.5,0.136,0.031,20.591,20.455
20.503,20.503,0.136,0.032,20.591,20.455
20.502,20.502,0.136,0.032,20.591,20.455
20.504,20.504,0.136,0.031,20.591,20.455
20.503,20.503,0.136,0.031,20.591,20.455
20.503,20.503,0.136,0.031,20.591,20.455
20.502,20.502,0.136,0.032,20.591,20.455
20.502,20.502,0.136,0.032,20.591,20.455
20.502,20.502,0.136,0.032,20.591,20.455
20.501,20.501,0.136,0.032,20.591,20.455
20.497,20.497,0.136,0.03,20.591,20.455
20.496,20.496,0.136,0.029,20.591,20.455
20.494,20.494,0.136,0.028,20.591,20.455
20.49,20.49,0.081,0.017,20.536,20.455
20.489,20.489,0.081,0.017,20.536,20.455
20.491,20.491,0.067,0.015,20.536,20.469
20.49,20.49,0.067,0.016,20.536,20.469
20.488,20.488,0.096,0.019,20.536,20.44
20.49,20.49,0.096,0.02,20.536,20.44
20.491,20.491,0.096,0.021,20.536,20.44
20.492,20.492,0.096,0.021,20.536,20.44
20.489,20.489,0.078,0.018,20.518,20.44
20.49,20.49,0.078,0.018,20.518,20.44
20.488,20.488,0.078,0.019,20.518,20.44
20.49,20.49,0.092,0.021,20.532,20.44
20.491,20.491,0.092,0.022,20.532,20.44
20.492,20.492,0.092,0.022,20.532,20.44
20.493,20.493,0.092,0.022,20.532,20.44
20.493,20.493,0.092,0.022,20.532,20.44
20.494,20.494,0.092,0.022,20.532,20.44
20.495,20.495,0.092,0.022,20.532,20.44
20.494,20.494,0.092,0.022,20.532,20.44
20.495,20.495,0.092,0.022,20.532,20.44
20.496,20.496,0.092,0.023,20.532,20.44
20.496,20.496,0.092,0.023,20.532,20.44
20.495,20.495,0.092,0.024,20.532,20.44
20.494,20.494,0.092,0.024,20.532,20.44
20.496,20.496,0.078,0.021,20.532,20.454
20.495,20.495,0.078,0.021,20.532,20.454
20.493,20.493,0.078,0.02,20.532,20.454
20.492,20.492,0.078,0.02,20.532,20.454
20.493,20.493,0.078,0.02,20.532,20.454
20.493,20.493,0.078,0.02,20.532,20.454
20.496,20.496,0.069,0.019,20.532,20.463
20.496,20.496,0.058,0.018,20.521,20.463
20.495,20.495,0.058,0.017,20.521,20.463
20.495,20.495,0.058,0.017,20.521,20.463
20.494,20.494,0.058,0.017,20.521,20.463
20.491,20.491,0.078,0.02,20.521,20.443
20.49,20.49,0.078,0.02,20.521,20.443
20.492,20.492,0.086,0.022,20.529,20.443
20.493,20.493,0.086,0.022,20.529,20.443
20.493,20.493,0.086,0.022,20.529,20.443
20.493,20.493,0.086,0.021,20.529,20.443
20.494,20.494,0.086,0.021,20.529,20.443
20.497,20.497,0.086,0.022,20.529,20.443
20.497,20.497,0.086,0.023,20.529,20.443
20.497,20.497,0.086,0.023,20.529,20.443
20.496,20.496,0.086,0.023,20.529,20.443
20.495,20.495,0.086,0.024,20.529,20.443
20.497,20.497,0.086,0.025,20.529,20.443
20.497,20.497,0.086,0.025,20.529,20.443
20.498,20.499,0.086,0.024,20.529,20.443
20.497,20.497,0.086,0.024,20.529,20.443
20.494,20.494,0.086,0.026,20.529,20.443
20.494,20.494,0.086,0.026,20.529,20.443
20.493,20.493,0.086,0.026,20.529,20.443
20.495,20.495,0.086,0.026,20.529,20.443
20.5,20.5,0.104,0.026,20.549,20.445
20.5,20.5,0.104,0.026,20.549,20.445
20.495,20.495,0.12,0.029,20.549,20.429
20.495,20.495,0.12,0.029,20.549,20.429
20.496,20.496,0.12,0.029,20.549,20.429
20.496,20.496,0.12,0.03,20.549,20.429
20.497,20.497,0.12,0.03,20.549,20.429
20.496,20.496,0.12,0.029,20.549,20.429
20.498,20.498,0.12,0.027,20.549,20.429
20.497,20.497,0.12,0.028,20.549,20.429
20.5,20.5,0.12,0.029,20.549,20.429
20.5,20.5,0.12,0.028,20.549,20.429
20.499,20.499,0.12,0.028,20.549,20.429
20.5,20.5,0.12,0.028,20.549,20.429
20.496,20.496,0.128,0.033,20.549,20.421
20.495,20.495,0.128,0.033,20.549,20.421
20.495,20.495,0.128,0.033,20.549,20.421
20.496,20.496,0.128,0.033,20.549,20.421
20.497,20.497,0.128,0.034,20.549,20.421
20.492,20.492,0.131,0.037,20.549,20.418
20.489,20.489,0.113,0.035,20.531,20.418
20.488,20.489,0.113,0.035,20.531,20.418
20.492,20.492,0.113,0.032,20.531,20.418
20.488,20.488,0.113,0.033,20.531,20.418
20.488,20.488,0.113,0.033,20.531,20.418
20.487,20.487,0.113,0.032,20.531,20.418
20.478,20.478,0.193,0.045,20.531,20.338
20.476,20.476,0.193,0.044,20.531,20.338
20.477,20.477,0.193,0.045,20.531,20.338
20.479,20.479,0.193,0.045,20.531,20.338
20.477,20.477,0.175,0.043,20.513,20.338
20.478,20.478,0.175,0.043,20.513,20.338
20.477,20.477,0.175,0.043,20.513,20.338
20.475,20.475,0.175,0.043,20.513,20.338
20.479,20.479,0.175,0.041,20.513,20.338
20.477,20.477,0.175,0.041,20.513,20.338
20.48,20.48,0.175,0.041,20.513,20.338
20.479,20.479,0.175,0.04,20.513,20.338
20.478,20.478,0.174,0.04,20.512,20.338
20.482,20.482,0.174,0.037,20.512,20.338
20.483,20.483,0.184,0.038,20.522,20.338
20.48,20.48,0.184,0.039,20.522,20.338
20.477,20.477,0.184,0.041,20.522,20.338
20.481,20.481,0.184,0.041,20.522,20.338
20.481,20.481,0.184,0.041,20.522,20.338
20.482,20.482,0.184,0.041,20.522,20.338
20.491,20.491,0.093,0.026,20.522,20.429
20.489,20.489,0.093,0.028,20.522,20.429
20.489,20.489,0.093,0.028,20.522,20.429
20.486,20.486,0.093,0.029,20.522,20.429
20.484,20.484,0.093,0.03,20.522,20.429
20.487,20.487,0.103,0.032,20.532,20.429
20.489,20.489,0.103,0.033,20.532,20.429
20.492,20.492,0.103,0.034,20.532,20.429
20.493,20.493,0.103,0.035,20.532,20.429
20.498,20.498,0.118,0.036,20.547,20.429
20.5,20.5,0.118,0.036,20.547,20.429
20.501,20.501,0.118,0.037,20.547,20.429
20.502,20.503,0.118,0.037,20.547,20.429
20.501,20.501,0.118,0.039,20.547,20.429
20.501,20.501,0.118,0.039,20.547,20.429
20.501,20.501,0.124,0.04,20.547,20.423
20.506,20.506,0.124,0.038,20.547,20.423
20.508,20.508,0.124,0.038,20.547,20.423
20.508,20.508,0.124,0.039,20.547,20.423
20.509,20.509,0.124,0.039,20.547,20.423
20.51,20.51,0.124,0.039,20.547,20.423
20.509,20.509,0.124,0.04,20.547,20.423
20.507,20.507,0.124,0.041,20.547,20.423
20.509,20.509,0.124,0.04,20.547,20.423
20.514,20.514,0.124,0.037,20.547,20.423
20.514,20.514,0.124,0.037,20.547,20.423
20.513,20.513,0.124,0.037,20.547,20.423
20.513,20.513,0.124,0.037,20.547,20.423
20.513,20.513,0.124,0.037,20.547,20.423
20.511,20.511,0.12,0.036,20.543,20.423
20.512,20.512,0.126,0.037,20.549,20.423
20.509,20.509,0.126,0.039,20.549,20.423
20.509,20.509,0.126,0.039,20.549,20.423
20.512,20.512,0.126,0.037,20.549,20.423
20.512,20.512,0.126,0.037,20.549,20.423
20.517,20.517,0.119,0.031,20.549,20.43
20.518,20.518,0.119,0.031,20.549,20.43
20.518,20.518,0.13,0.032,20.56,20.43
20.514,20.514,0.13,0.036,20.56,20.43
20.51,20.51,0.13,0.039,20.56,20.43
20.509,20.509,0.13,0.039,20.56,20.43
20.513,20.513,0.119,0.034,20.56,20.441
20.51,20.51,0.16,0.041,20.56,20.4
20.505,20.505,0.16,0.046,20.56,20.4
20.502,20.502,0.16,0.046,20.56,20.4
20.498,20.498,0.16,0.047,20.56,20.4
20.494,20.495,0.16,0.048,20.56,20.4
20.491,20.491,0.16,0.047,20.56,20.4
20.488,20.488,0.16,0.047,20.56,20.4
20.483,20.483,0.16,0.049,20.56,20.4
20.479,20.479,0.16,0.046,20.56,20.4
20.481,20.481,0.16,0.046,20.56,20.4
20.481,20.481,0.16,0.046,20.56,20.4
20.482,20.482,0.16,0.047,20.56,20.4
20.483,20.483,0.16,0.047,20.56,20.4
20.479,20.479,0.16,0.046,20.56,20.4
20.477,20.477,0.16,0.044,20.56,20.4
20.472,20.472,0.139,0.041,20.539,20.4
20.477,20.477,0.146,0.043,20.546,20.4
20.482,20.482,0.146,0.045,20.546,20.4
20.478,20.478,0.146,0.044,20.546,20.4
20.476,20.476,0.146,0.043,20.546,20.4
20.482,20.482,0.132,0.04,20.546,20.414
20.484,20.484,0.126,0.038,20.546,20.42
20.483,20.483,0.126,0.038,20.546,20.42
20.484,20.484,0.126,0.038,20.546,20.42
20.485,20.485,0.126,0.037,20.546,20.42
20.485,20.485,0.126,0.037,20.546,20.42
20.489,20.489,0.126,0.038,20.546,20.42
20.494,20.494,0.1,0.036,20.546,20.446
20.494,20.494,0.1,0.036,20.546,20.446
20.496,20.496,0.1,0.037,20.546,20.446
20.496,20.496,0.1,0.037,20.546,20.446
20.496,20.496,0.1,0.037,20.546,20.446
20.496,20.496,0.1,0.037,20.546,20.446
20.499,20.499,0.1,0.036,20.546,20.446
20.5,20.5,0.1,0.037,20.546,20.446
20.501,20.501,0.1,0.036,20.546,20.446
20.502,20.502,0.116,0.037,20.562,20.446
20.502,20.502,0.116,0.038,20.562,20.446
20.508,20.508,0.111,0.038,20.562,20.451
20.507,20.507,0.115,0.039,20.562,20.447
20.504,20.504,0.115,0.041,20.562,20.447
20.509,20.509,0.115,0.04,20.562,20.447
20.51,20.51,0.115,0.038,20.562,20.447
20.509,20.51,0.115,0.039,20.562,20.447
20.509,20.509,0.115,0.039,20.562,20.447
20.513,20.513,0.115,0.038,20.562,20.447
20.511,20.511,0.115,0.039,20.562,20.447
20.507,20.507,0.115,0.039,20.562,20.447
20.508,20.508,0.115,0.039,20.562,20.447
20.51,20.51,0.122,0.041,20.569,20.447
20.506,20.506,0.122,0.042,20.569,20.447
20.502,20.502,0.122,0.043,20.569,20.447
20.499,20.499,0.122,0.043,20.569,20.447
20.497,20.497,0.122,0.043,20.569,20.447
20.494,20.494,0.122,0.042,20.569,20.447
20.498,20.498,0.122,0.042,20.569,20.447
20.496,20.497,0.122,0.04,20.569,20.447
