mean,RMS,ptp,std,max,min
20.503,20.503,0.129,0.029,20.545,20.416
20.503,20.503,0.129,0.029,20.545,20.416
20.503,20.503,0.129,0.029,20.545,20.416
20.504,20.504,0.129,0.029,20.545,20.416
20.504,20.504,0.129,0.029,20.545,20.416
20.504,20.504,0.129,0.029,20.545,20.416
20.504,20.504,0.129,0.029,20.545,20.416
20.503,20.503,0.129,0.029,20.545,20.416
20.503,20.503,0.129,0.029,20.545,20.416
20.503,20.503,0.129,0.028,20.545,20.416
20.501,20.501,0.132,0.031,20.545,20.413
20.499,20.499,0.132,0.032,20.545,20.413
20.498,20.498,0.132,0.034,20.545,20.413
20.498,20.498,0.132,0.034,20.545,20.413
20.497,20.497,0.132,0.034,20.545,20.413
20.497,20.497,0.132,0.034,20.545,20.413
20.498,20.498,0.132,0.034,20.545,20.413
20.498,20.498,0.132,0.034,20.545,20.413
20.498,20.498,0.132,0.035,20.545,20.413
20.498,20.498,0.132,0.035,20.545,20.413
20.498,20.498,0.132,0.035,20.545,20.413
20.498,20.498,0.132,0.035,20.545,20.413
20.498,20.498,0.132,0.035,20.545,20.413
20.498,20.498,0.132,0.035,20.545,20.413
20.498,20.498,0.132,0.035,20.545,20.413
20.497,20.497,0.126,0.034,20.539,20.413
20.496,20.496,0.12,0.033,20.533,20.413
20.496,20.496,0.12,0.033,20.533,20.413
20.495,20.495,0.12,0.034,20.533,20.413
20.494,20.494,0.12,0.034,20.533,20.413
20.495,20.495,0.12,0.034,20.533,20.413
20.495,20.495,0.12,0.034,20.533,20.413
20.494,20.494,0.12,0.034,20.533,20.413
20.495,20.495,0.12,0.032,20.533,20.413
20.495,20.495,0.12,0.033,20.533,20.413
20.496,20.496,0.135,0.033,20.548,20.413
20.496,20.496,0.135,0.034,20.548,20.413
20.495,20.495,0.135,0.034,20.548,20.413
20.494,20.494,0.135,0.035,20.548,20.413
20.492,20.492,0.135,0.036,20.548,20.413
20.491,20.491,0.135,0.036,20.548,20.413
20.492,20.492,0.135,0.035,20.548,20.413
20.494,20.494,0.135,0.033,20.548,20.413
20.494,20.494,0.135,0.034,20.548,20.413
20.495,20.495,0.135,0.034,20.548,20.413
20.495,20.495,0.135,0.033,20.548,20.413
20.494,20.494,0.135,0.034,20.548,20.413
20.493,20.493,0.135,0.034,20.548,20.413
20.493,20.494,0.135,0.034,20.548,20.413
20.492,20.492,0.135,0.036,20.548,20.413
20.492,20.492,0.135,0.036,20.548,20.413
20.493,20.493,0.14,0.037,20.553,20.413
20.494,20.494,0.14,0.038,20.553,20.413
20.494,20.494,0.14,0.038,20.553,20.413
20.493,20.493,0.14,0.038,20.553,20.413
20.493,20.493,0.14,0.039,20.553,20.413
20.491,20.491,0.14,0.04,20.553,20.413
20.491,20.491,0.14,0.04,20.553,20.413
20.49,20.49,0.14,0.04,20.553,20.413
20.489,20.489,0.14,0.04,20.553,20.413
20.491,20.491,0.138,0.038,20.553,20.415
20.492,20.492,0.138,0.038,20.553,20.415
20.492,20.492,0.138,0.037,20.553,20.415
20.492,20.492,0.138,0.037,20.553,20.415
20.492,20.492,0.138,0.037,20.553,20.415
20.492,20.492,0.138,0.037,20.553,20.415
20.493,20.493,0.138,0.037,20.553,20.415
20.491,20.491,0.138,0.038,20.553,20.415
20.492,20.492,0.138,0.038,20.553,20.415
20.492,20.492,0.145,0.039,20.56,20.415
20.493,20.493,0.145,0.039,20.56,20.415
20.492,20.492,0.145,0.039,20.56,20.415
20.493,20.493,0.145,0.04,20.56,20.415
20.493,20.493,0.145,0.04,20.56,20.415
20.493,20.493,0.145,0.04,20.56,20.415
20.493,20.493,0.145,0.04,20.56,20.415
20.492,20.492,0.145,0.041,20.56,20.415
20.491,20.491,0.145,0.041,20.56,20.415
20.491,20.491,0.145,0.042,20.56,20.415
20.491,20.491,0.145,0.042,20.56,20.415
20.49,20.49,0.145,0.042,20.56,20.415
20.489,20.489,0.145,0.041,20.56,20.415
20.49,20.49,0.15,0.043,20.565,20.415
20.49,20.49,0.15,0.043,20.565,20.415
20.49,20.49,0.15,0.042,20.565,20.415
20.49,20.49,0.15,0.043,20.565,20.415
20.491,20.491,0.15,0.044,20.565,20.415
20.493,20.493,0.15,0.045,20.565,20.415
20.494,20.495,0.15,0.044,20.565,20.415
20.495,20.495,0.15,0.043,20.565,20.415
20.498,20.498,0.15,0.043,20.565,20.415
20.498,20.498,0.15,0.043,20.565,20.415
20.499,20.499,0.15,0.044,20.565,20.415
20.5,20.5,0.15,0.045,20.565,20.415
20.5,20.5,0.15,0.045,20.565,20.415
20.5,20.5,0.15,0.044,20.565,20.415
20.5,20.501,0.15,0.044,20.565,20.415
20.501,20.501,0.15,0.044,20.565,20.415
20.502,20.502,0.15,0.045,20.565,20.415
20.503,20.503,0.15,0.043,20.565,20.415
20.502,20.502,0.15,0.043,20.565,20.415
20.501,20.501,0.15,0.042,20.565,20.415
20.501,20.501,0.15,0.042,20.565,20.415
20.501,20.501,0.15,0.042,20.565,20.415
20.501,20.501,0.15,0.042,20.565,20.415
20.501,20.501,0.15,0.042,20.565,20.415
20.502,20.502,0.13,0.04,20.565,20.435
20.502,20.502,0.13,0.04,20.565,20.435
20.502,20.502,0.13,0.04,20.565,20.435
20.502,20.502,0.13,0.04,20.565,20.435
20.502,20.502,0.13,0.04,20.565,20.435
20.504,20.504,0.13,0.04,20.565,20.435
20.505,20.505,0.13,0.04,20.565,20.435
20.506,20.507,0.13,0.04,20.565,20.435
20.507,20.507,0.13,0.04,20.565,20.435
20.506,20.506,0.13,0.04,20.565,20.435
20.505,20.505,0.13,0.04,20.565,20.435
20.507,20.507,0.13,0.04,20.565,20.435
20.505,20.505,0.13,0.04,20.565,20.435
20.503,20.503,0.13,0.04,20.565,20.435
20.502,20.502,0.13,0.04,20.565,20.435
20.503,20.503,0.13,0.039,20.565,20.435
20.502,20.502,0.13,0.039,20.565,20.435
20.5,20.5,0.13,0.039,20.565,20.435
20.499,20.499,0.13,0.04,20.565,20.435
20.498,20.498,0.13,0.039,20.565,20.435
20.498,20.498,0.13,0.039,20.565,20.435
20.499,20.499,0.121,0.038,20.565,20.444
20.5,20.5,0.121,0.038,20.565,20.444
20.501,20.501,0.12,0.037,20.565,20.445
20.5,20.5,0.12,0.037,20.565,20.445
20.501,20.501,0.12,0.037,20.565,20.445
20.5,20.5,0.12,0.036,20.565,20.445
20.5,20.5,0.12,0.036,20.565,20.445
20.499,20.499,0.12,0.036,20.565,20.445
20.498,20.498,0.12,0.035,20.565,20.445
20.496,20.496,0.12,0.034,20.565,20.445
20.494,20.494,0.12,0.033,20.565,20.445
20.494,20.494,0.12,0.033,20.565,20.445
20.495,20.495,0.12,0.033,20.565,20.445
20.494,20.494,0.12,0.032,20.565,20.445
20.494,20.494,0.12,0.032,20.565,20.445
20.492,20.492,0.12,0.03,20.565,20.445
20.491,20.491,0.113,0.028,20.558,20.445
20.492,20.492,0.113,0.029,20.558,20.445
20.493,20.493,0.113,0.029,20.558,20.445
20.495,20.495,0.113,0.03,20.558,20.445
20.496,20.496,0.146,0.033,20.591,20.445
20.495,20.495,0.146,0.031,20.591,20.445
20.494,20.494,0.146,0.032,20.591,20.445
20.494,20.494,0.146,0.032,20.591,20.445
20.495,20.495,0.146,0.032,20.591,20.445
20.493,20.493,0.146,0.03,20.591,20.445
20.492,20.492,0.146,0.03,20.591,20.445
20.492,20.492,0.146,0.03,20.591,20.445
20.493,20.493,0.146,0.03,20.591,20.445
20.492,20.492,0.146,0.03,20.591,20.445
20.493,20.493,0.146,0.03,20.591,20.445
20.493,20.493,0.146,0.03,20.591,20.445
20.494,20.494,0.146,0.03,20.591,20.445
20.493,20.493,0.146,0.03,20.591,20.445
20.492,20.492,0.146,0.029,20.591,20.445
20.491,20.491,0.146,0.028,20.591,20.445
20.49,20.49,0.146,0.027,20.591,20.445
20.49,20.49,0.146,0.027,20.591,20.445
20.49,20.49,0.146,0.027,20.591,20.445
20.491,20.491,0.146,0.027,20.591,20.445
20.49,20.49,0.146,0.026,20.591,20.445
20.49,20.49,0.146,0.026,20.591,20.445
20.491,20.491,0.146,0.025,20.591,20.445
20.491,20.491,0.146,0.025,20.591,20.445
20.49,20.49,0.151,0.026,20.591,20.44
20.491,20.491,0.151,0.026,20.591,20.44
20.492,20.492,0.151,0.026,20.591,20.44
20.493,20.493,0.151,0.026,20.591,20.44
20.493,20.493,0.151,0.026,20.591,20.44
20.493,20.493,0.151,0.026,20.591,20.44
20.492,20.492,0.151,0.026,20.591,20.44
20.493,20.493,0.151,0.027,20.591,20.44
20.494,20.494,0.151,0.027,20.591,20.44
20.495,20.495,0.151,0.026,20.591,20.44
20.495,20.495,0.151,0.026,20.591,20.44
20.495,20.495,0.151,0.026,20.591,20.44
20.495,20.495,0.151,0.026,20.591,20.44
20.496,20.496,0.151,0.026,20.591,20.44
20.496,20.496,0.151,0.026,20.591,20.44
20.497,20.497,0.151,0.026,20.591,20.44
20.498,20.498,0.151,0.026,20.591,20.44
20.498,20.498,0.151,0.026,20.591,20.44
20.497,20.497,0.151,0.026,20.591,20.44
20.496,20.496,0.151,0.026,20.591,20.44
20.496,20.496,0.151,0.026,20.591,20.44
20.496,20.496,0.151,0.026,20.591,20.44
20.496,20.496,0.151,0.027,20.591,20.44
20.494,20.494,0.151,0.025,20.591,20.44
20.494,20.494,0.151,0.025,20.591,20.44
20.492,20.492,0.151,0.024,20.591,20.44
20.491,20.491,0.096,0.02,20.536,20.44
20.492,20.492,0.096,0.02,20.536,20.44
20.493,20.493,0.096,0.019,20.536,20.44
20.493,20.493,0.096,0.019,20.536,20.44
20.493,20.493,0.096,0.019,20.536,20.44
20.492,20.492,0.096,0.021,20.536,20.44
20.492,20.492,0.096,0.021,20.536,20.44
20.493,20.493,0.096,0.021,20.536,20.44
20.493,20.493,0.092,0.02,20.532,20.44
20.494,20.494,0.092,0.02,20.532,20.44
20.494,20.494,0.092,0.021,20.532,20.44
20.494,20.494,0.092,0.021,20.532,20.44
20.495,20.495,0.092,0.021,20.532,20.44
20.494,20.494,0.092,0.022,20.532,20.44
20.495,20.495,0.092,0.022,20.532,20.44
20.494,20.494,0.092,0.022,20.532,20.44
20.493,20.493,0.092,0.022,20.532,20.44
20.494,20.494,0.092,0.023,20.532,20.44
20.494,20.494,0.092,0.023,20.532,20.44
20.494,20.494,0.092,0.023,20.532,20.44
20.494,20.494,0.092,0.023,20.532,20.44
20.494,20.494,0.092,0.023,20.532,20.44
20.493,20.493,0.092,0.023,20.532,20.44
20.494,20.494,0.092,0.023,20.532,20.44
20.495,20.495,0.089,0.022,20.532,20.443
20.496,20.496,0.106,0.023,20.549,20.443
20.496,20.496,0.106,0.023,20.549,20.443
20.494,20.494,0.12,0.025,20.549,20.429
20.495,20.495,0.12,0.025,20.549,20.429
20.496,20.496,0.12,0.025,20.549,20.429
20.497,20.497,0.12,0.025,20.549,20.429
20.497,20.497,0.12,0.024,20.549,20.429
20.497,20.497,0.12,0.024,20.549,20.429
20.497,20.497,0.12,0.024,20.549,20.429
20.496,20.496,0.12,0.025,20.549,20.429
20.497,20.497,0.12,0.025,20.549,20.429
20.496,20.496,0.12,0.025,20.549,20.429
20.496,20.496,0.12,0.025,20.549,20.429
20.496,20.496,0.12,0.025,20.549,20.429
20.494,20.494,0.128,0.027,20.549,20.421
20.494,20.494,0.128,0.027,20.549,20.421
20.493,20.493,0.128,0.028,20.549,20.421
20.494,20.494,0.128,0.028,20.549,20.421
20.495,20.495,0.128,0.028,20.549,20.421
20.494,20.494,0.131,0.03,20.549,20.418
20.494,20.494,0.131,0.03,20.549,20.418
20.494,20.494,0.131,0.029,20.549,20.418
20.494,20.494,0.131,0.029,20.549,20.418
20.493,20.493,0.131,0.03,20.549,20.418
20.494,20.494,0.131,0.03,20.549,20.418
20.493,20.493,0.131,0.03,20.549,20.418
20.49,20.49,0.211,0.037,20.549,20.338
20.489,20.49,0.211,0.037,20.549,20.338
20.49,20.49,0.211,0.037,20.549,20.338
20.49,20.49,0.211,0.037,20.549,20.338
20.491,20.491,0.211,0.036,20.549,20.338
20.491,20.491,0.211,0.036,20.549,20.338
20.49,20.49,0.211,0.036,20.549,20.338
20.489,20.489,0.211,0.036,20.549,20.338
20.489,20.489,0.211,0.036,20.549,20.338
20.487,20.488,0.211,0.036,20.549,20.338
20.487,20.488,0.211,0.036,20.549,20.338
20.487,20.487,0.211,0.036,20.549,20.338
20.488,20.488,0.211,0.035,20.549,20.338
20.488,20.488,0.211,0.035,20.549,20.338
20.488,20.489,0.211,0.035,20.549,20.338
20.488,20.488,0.211,0.036,20.549,20.338
20.486,20.486,0.211,0.036,20.549,20.338
20.486,20.486,0.211,0.037,20.549,20.338
20.487,20.487,0.211,0.037,20.549,20.338
20.487,20.487,0.211,0.037,20.549,20.338
20.489,20.489,0.211,0.037,20.549,20.338
20.488,20.488,0.211,0.037,20.549,20.338
20.488,20.488,0.211,0.038,20.549,20.338
20.487,20.487,0.211,0.038,20.549,20.338
20.485,20.485,0.193,0.037,20.531,20.338
20.485,20.485,0.194,0.038,20.532,20.338
20.487,20.487,0.194,0.037,20.532,20.338
20.488,20.488,0.194,0.038,20.532,20.338
20.488,20.488,0.194,0.038,20.532,20.338
20.488,20.488,0.209,0.038,20.547,20.338
20.489,20.489,0.209,0.039,20.547,20.338
20.489,20.489,0.209,0.039,20.547,20.338
20.489,20.489,0.209,0.039,20.547,20.338
20.489,20.489,0.209,0.039,20.547,20.338
20.489,20.489,0.209,0.039,20.547,20.338
20.488,20.488,0.209,0.04,20.547,20.338
20.489,20.489,0.209,0.041,20.547,20.338
20.49,20.49,0.209,0.042,20.547,20.338
20.492,20.492,0.209,0.041,20.547,20.338
20.492,20.493,0.209,0.041,20.547,20.338
20.495,20.495,0.209,0.041,20.547,20.338
20.493,20.493,0.209,0.042,20.547,20.338
20.492,20.492,0.209,0.042,20.547,20.338
20.494,20.494,0.209,0.04,20.547,20.338
20.495,20.495,0.209,0.041,20.547,20.338
20.495,20.495,0.209,0.041,20.547,20.338
20.496,20.496,0.209,0.041,20.547,20.338
20.498,20.498,0.209,0.041,20.547,20.338
20.498,20.498,0.209,0.041,20.547,20.338
20.498,20.498,0.209,0.041,20.547,20.338
20.503,20.503,0.126,0.035,20.549,20.423
20.502,20.502,0.126,0.036,20.549,20.423
20.502,20.502,0.126,0.036,20.549,20.423
20.502,20.502,0.126,0.036,20.549,20.423
20.503,20.503,0.126,0.036,20.549,20.423
20.504,20.504,0.126,0.036,20.549,20.423
20.505,20.505,0.126,0.036,20.549,20.423
20.507,20.507,0.137,0.037,20.56,20.423
20.506,20.506,0.137,0.038,20.56,20.423
20.506,20.506,0.137,0.038,20.56,20.423
20.506,20.506,0.137,0.038,20.56,20.423
20.506,20.506,0.137,0.038,20.56,20.423
20.505,20.505,0.16,0.041,20.56,20.4
20.503,20.503,0.16,0.043,20.56,20.4
20.502,20.502,0.16,0.043,20.56,20.4
20.502,20.502,0.16,0.043,20.56,20.4
20.503,20.503,0.16,0.042,20.56,20.4
20.502,20.502,0.16,0.042,20.56,20.4
20.501,20.501,0.16,0.043,20.56,20.4
20.499,20.499,0.16,0.044,20.56,20.4
20.498,20.498,0.16,0.044,20.56,20.4
20.499,20.499,0.16,0.043,20.56,20.4
20.499,20.499,0.16,0.044,20.56,20.4
20.501,20.501,0.16,0.043,20.56,20.4
20.503,20.503,0.16,0.043,20.56,20.4
20.501,20.501,0.16,0.043,20.56,20.4
20.501,20.501,0.16,0.043,20.56,20.4
20.499,20.499,0.16,0.043,20.56,20.4
20.499,20.499,0.16,0.044,20.56,20.4
20.499,20.499,0.16,0.044,20.56,20.4
20.498,20.498,0.16,0.044,20.56,20.4
20.496,20.496,0.16,0.044,20.56,20.4
20.496,20.496,0.16,0.044,20.56,20.4
20.496,20.496,0.16,0.044,20.56,20.4
20.495,20.495,0.16,0.044,20.56,20.4
20.496,20.496,0.16,0.043,20.56,20.4
20.495,20.495,0.16,0.042,20.56,20.4
20.493,20.493,0.16,0.042,20.56,20.4
20.493,20.493,0.16,0.042,20.56,20.4
20.493,20.493,0.16,0.042,20.56,20.4
20.492,20.492,0.16,0.042,20.56,20.4
20.493,20.494,0.16,0.041,20.56,20.4
20.495,20.495,0.16,0.042,20.56,20.4
20.495,20.495,0.16,0.042,20.56,20.4
20.495,20.495,0.16,0.042,20.56,20.4
20.495,20.495,0.16,0.042,20.56,20.4
20.495,20.495,0.16,0.042,20.56,20.4
20.494,20.494,0.16,0.042,20.56,20.4
20.495,20.495,0.162,0.043,20.562,20.4
20.496,20.496,0.162,0.044,20.562,20.4
20.496,20.496,0.162,0.044,20.562,20.4
20.496,20.496,0.162,0.044,20.562,20.4
20.494,20.494,0.162,0.044,20.562,20.4
20.495,20.495,0.162,0.044,20.562,20.4
20.494,20.494,0.162,0.044,20.562,20.4
20.493,20.493,0.162,0.044,20.562,20.4
20.491,20.491,0.162,0.043,20.562,20.4
20.491,20.491,0.162,0.043,20.562,20.4
20.492,20.492,0.162,0.042,20.562,20.4
20.492,20.492,0.162,0.042,20.562,20.4
20.491,20.491,0.162,0.042,20.562,20.4
20.492,20.492,0.169,0.043,20.569,20.4
20.493,20.493,0.155,0.041,20.569,20.414
20.494,20.494,0.149,0.04,20.569,20.42
20.494,20.494,0.149,0.04,20.569,20.42
20.495,20.495,0.149,0.04,20.569,20.42
20.495,20.495,0.149,0.039,20.569,20.42
20.496,20.497,0.149,0.04,20.569,20.42
20.498,20.498,0.149,0.04,20.569,20.42
20.5,20.501,0.123,0.038,20.569,20.446
20.5,20.5,0.123,0.039,20.569,20.446
20.499,20.499,0.123,0.039,20.569,20.446
20.499,20.499,0.123,0.039,20.569,20.446
20.498,20.498,0.123,0.039,20.569,20.446
20.497,20.497,0.123,0.039,20.569,20.446
20.497,20.497,0.13,0.039,20.569,20.439
20.496,20.496,0.13,0.04,20.569,20.439
20.496,20.496,0.13,0.04,20.569,20.439
20.495,20.495,0.13,0.039,20.569,20.439
20.495,20.495,0.13,0.039,20.569,20.439
20.497,20.497,0.13,0.039,20.569,20.439
20.498,20.498,0.13,0.039,20.569,20.439
20.496,20.496,0.13,0.039,20.569,20.439
20.496,20.496,0.13,0.039,20.569,20.439
20.497,20.497,0.13,0.039,20.569,20.439
20.497,20.497,0.13,0.039,20.569,20.439
20.496,20.496,0.13,0.039,20.569,20.439
20.496,20.496,0.13,0.04,20.569,20.439
20.494,20.494,0.164,0.041,20.569,20.405
20.493,20.493,0.164,0.041,20.569,20.405
20.493,20.493,0.164,0.041,20.569,20.405
20.492,20.492,0.164,0.041,20.569,20.405
20.491,20.491,0.164,0.04,20.569,20.405
20.491,20.491,0.164,0.04,20.569,20.405
20.49,20.49,0.164,0.04,20.569,20.405
20.489,20.489,0.164,0.04,20.569,20.405
20.488,20.488,0.164,0.04,20.569,20.405
20.49,20.49,0.164,0.04,20.569,20.405
20.488,20.488,0.164,0.039,20.569,20.405
