"No.","Time","Source","Destination","Protocol","Address","Length","Name","Info"
"255","6.854830","10.169.156.72","142.250.184.118","TCP","","66","","49516  >  443 [ACK] Seq=1387 Ack=5604 Win=130816 Len=0 TSval=495590142 TSecr=3723984395"
"256","6.855375","10.169.156.72","142.250.184.118","TLSv1.3","","105","","Application Data"
"257","6.857714","142.250.184.118","10.169.156.72","TCP","","66","","443  >  49516 [ACK] Seq=5604 Ack=1426 Win=68096 Len=0 TSval=3723984398 TSecr=495590142"
"258","6.868183","216.58.208.170","10.169.156.72","TLSv1.3","","478","","Application Data"
"259","6.868246","10.169.156.72","216.58.208.170","TCP","","66","","49515  >  443 [ACK] Seq=1313 Ack=5732 Win=130624 Len=0 TSval=495590155 TSecr=558398575"
"260","6.868380","216.58.208.170","10.169.156.72","TLSv1.3","","587","","Application Data"
"261","6.868383","216.58.208.170","10.169.156.72","TLSv1.3","","230","","Application Data"
"262","6.868385","216.58.208.170","10.169.156.72","TLSv1.3","","105","","Application Data"
"263","6.868418","10.169.156.72","216.58.208.170","TCP","","66","","49515  >  443 [ACK] Seq=1313 Ack=6456 Win=130304 Len=0 TSval=495590155 TSecr=558398575"
"264","6.869140","10.169.156.72","216.58.208.170","TLSv1.3","","105","","Application Data"
"265","6.870144","10.169.156.72","172.25.1.1","DNS","","78","history.google.com","Standard query 0x1473 A history.google.com"
"266","6.871617","172.25.1.1","10.169.156.72","DNS","74.125.143.100,74.125.143.101,74.125.143.113,74.125.143.139,74.125.143.102,74.125.143.138","198","history.google.com","Standard query response 0x1473 A history.google.com CNAME history.l.google.com A 74.125.143.100 A 74.125.143.101 A 74.125.143.113 A 74.125.143.139 A 74.125.143.102 A 74.125.143.138"
"267","6.871806","10.169.156.72","74.125.143.100","TCP","","78","","49519  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=495590158 TSecr=0 SACK_PERM=1"
"268","6.871815","10.169.156.72","224.0.0.251","MDNS","","82","_googlecast._tcp.local","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"269","6.871842","fe80::1077:59f9:f102:22da","ff02::fb","MDNS","","102","_googlecast._tcp.local","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"270","6.875813","216.58.208.170","10.169.156.72","TCP","","66","","443  >  49515 [ACK] Seq=6456 Ack=1352 Win=68864 Len=0 TSval=558398583 TSecr=495590155"
"271","6.890101","74.125.143.100","10.169.156.72","TCP","","74","","443  >  49519 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=699880212 TSecr=495590158 WS=256"
"272","6.890154","10.169.156.72","74.125.143.100","TCP","","66","","49519  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0 TSval=495590176 TSecr=699880212"
"273","6.890305","10.169.156.72","74.125.143.100","TLSv1.3","","583","","Client Hello"
"274","6.899993","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"275","6.900031","10.169.156.72","142.250.184.110","TCP","","66","","49514  >  443 [ACK] Seq=2324 Ack=32750 Win=129600 Len=0 TSval=495590184 TSecr=2034985729"
"276","6.900143","142.250.184.110","10.169.156.72","TLSv1.3","","417","","Application Data"
"277","6.900167","10.169.156.72","142.250.184.110","TCP","","66","","49514  >  443 [ACK] Seq=2324 Ack=33101 Win=130688 Len=0 TSval=495590184 TSecr=2034985729"
"278","6.902235","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"279","6.902273","10.169.156.72","142.250.184.110","TCP","","66","","49514  >  443 [ACK] Seq=2324 Ack=34519 Win=131072 Len=0 TSval=495590186 TSecr=2034985731"
"280","6.902960","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"281","6.902962","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"282","6.903015","10.169.156.72","142.250.184.110","TCP","","66","","49514  >  443 [ACK] Seq=2324 Ack=37355 Win=128192 Len=0 TSval=495590186 TSecr=2034985731"
"283","6.903070","10.169.156.72","142.250.184.110","TCP","","66","","[TCP Window Update] 49514  >  443 [ACK] Seq=2324 Ack=37355 Win=131072 Len=0 TSval=495590186 TSecr=2034985731"
"284","6.903230","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"285","6.903232","142.250.184.110","10.169.156.72","TLSv1.3","","683","","Application Data"
"286","6.903233","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"287","6.903274","10.169.156.72","142.250.184.110","TCP","","66","","49514  >  443 [ACK] Seq=2324 Ack=40808 Win=127616 Len=0 TSval=495590187 TSecr=2034985732"
"288","6.903325","10.169.156.72","142.250.184.110","TCP","","66","","[TCP Window Update] 49514  >  443 [ACK] Seq=2324 Ack=40808 Win=131072 Len=0 TSval=495590187 TSecr=2034985732"
"289","6.904215","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"290","6.904218","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"291","6.904241","10.169.156.72","142.250.184.110","TCP","","66","","49514  >  443 [ACK] Seq=2324 Ack=43644 Win=128192 Len=0 TSval=495590187 TSecr=2034985732"
"292","6.904259","10.169.156.72","142.250.184.110","TCP","","66","","[TCP Window Update] 49514  >  443 [ACK] Seq=2324 Ack=43644 Win=131072 Len=0 TSval=495590187 TSecr=2034985732"
"293","6.906240","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"294","6.906243","142.250.184.110","10.169.156.72","TLSv1.3","","1421","","Application Data"
"295","6.906305","10.169.156.72","142.250.184.110","TCP","","66","","49514  >  443 [ACK] Seq=2324 Ack=46417 Win=128256 Len=0 TSval=495590190 TSecr=2034985732"
"296","6.906807","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"297","6.906810","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"298","6.906834","10.169.156.72","142.250.184.110","TCP","","66","","49514  >  443 [ACK] Seq=2324 Ack=49253 Win=128192 Len=0 TSval=495590190 TSecr=2034985734"
"299","6.906856","10.169.156.72","142.250.184.110","TCP","","66","","[TCP Window Update] 49514  >  443 [ACK] Seq=2324 Ack=49253 Win=131072 Len=0 TSval=495590190 TSecr=2034985734"
"300","6.907648","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"301","6.907650","142.250.184.110","10.169.156.72","TLSv1.3","","1484","","Application Data"
"302","6.907708","10.169.156.72","142.250.184.110","TCP","","66","","49514  >  443 [ACK] Seq=2324 Ack=52089 Win=128192 Len=0 TSval=495590191 TSecr=2034985735"
"303","6.907764","10.169.156.72","142.250.184.110","TCP","","66","","[TCP Window Update] 49514  >  443 [ACK] Seq=2324 Ack=52089 Win=131072 Len=0 TSval=495590191 TSecr=2034985735"
